row,num,Company,Year,Users,Impact,Revenue,Description,Id,CrowdSourced,Centralized,Money,Property,Knowledge_Education,Services,Media_Entertainment,Data,Relationships,Service,Market,Platform,Commons_Access,Occupation_Redistribution,Breaktrough_Upgrade,Producer
220,220,LinkedIN,2013,1,1,0,Social Network For Professionals,6,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0
221,221,LinkedIN,2009,3,3,2,Social Network For Professionals,6,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0
222,222,LinkedIN,2010,4,3,4,Social Network For Professionals,6,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0
223,223,Makerbot,2008,0,0,0,Desktop 3D printing,44,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
224,224,Makerbot,2012,3,0,2,Desktop 3D printing,44,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
225,225,Makerbot,2013,0,0,0,Desktop 3D printing,44,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
226,226,Makerbot,2009,0,0,0,Desktop 3D printing,44,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
227,227,Makerbot,2010,2,0,0,Desktop 3D printing,44,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
228,228,Makerbot,2011,2,0,0,Desktop 3D printing,44,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
229,229,Meet Up,2009,4,2,0,Facilitates off line group meetings,67,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
230,230,Meet Up,2010,2,4,0,Facilitates off line group meetings,67,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
231,231,Meet Up,2012,1,0,0,Facilitates off line group meetings,67,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
232,232,Meet Up,2013,1,0,0,Facilitates off line group meetings,67,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
233,233,Meet Up,2008,0,0,0,Facilitates off line group meetings,67,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
234,234,Meet Up,2011,1,0,0,Facilitates off line group meetings,67,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
235,235,Netflix,2012,1,1,1,Online TV Service,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
236,236,Netflix,2008,0,0,0,Online TV Service,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
237,237,Netflix,2010,3,2,1,Online TV Service,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
238,238,Netflix,2011,1,1,2,Online TV Service,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
239,239,Netflix,2013,0,1,0,Online TV Service,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
240,240,Netflix,2009,1,1,1,Online TV Service,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
241,241,Odesk,2008,0,0,0,Global Job Market Place,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
242,242,Odesk,2012,4,3,4,Global Job Market Place,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
243,243,Odesk,2009,2,4,2,Global Job Market Place,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
244,244,Odesk,2010,4,3,3,Global Job Market Place,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
245,245,Odesk,2011,1,3,3,Global Job Market Place,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
246,246,Odesk,2013,0,1,0,Global Job Market Place,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
247,247,Outbrain,2010,0,0,0,Content recommendation service,53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
248,248,Outbrain,2011,0,0,0,Content recommendation service,53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
249,249,Outbrain,2013,0,0,0,Content recommendation service,53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
250,250,Outbrain,2008,0,0,0,Content recommendation service,53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
251,251,Outbrain,2009,0,0,0,Content recommendation service,53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
252,252,Outbrain,2012,0,0,0,Content recommendation service,53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
253,253,Patientslikeme,2008,0,0,0,Platform people physical problems,27,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
254,254,Patientslikeme,2009,3,0,0,Platform people physical problems,27,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
255,255,Patientslikeme,2012,3,0,0,Platform people physical problems,27,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
256,256,Patientslikeme,2013,1,2,0,Platform people physical problems,27,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
257,257,Patientslikeme,2010,1,0,0,Platform people physical problems,27,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
258,258,Patientslikeme,2011,3,0,0,Platform people physical problems,27,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
259,259,Pinterest,2008,0,0,0,Photo-sharing website ,32,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
260,260,Pinterest,2009,0,0,0,Photo-sharing website ,32,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
261,261,Pinterest,2013,2,1,0,Photo-sharing website ,32,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
262,262,Pinterest,2010,0,0,0,Photo-sharing website ,32,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
263,263,Pinterest,2011,0,0,0,Photo-sharing website ,32,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
264,264,Pinterest,2012,4,4,0,Photo-sharing website ,32,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
265,265,Plos,2009,0,2,2,Open Source Journal,22,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
266,266,Plos,2010,0,2,2,Open Source Journal,22,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
267,267,Plos,2011,0,4,3,Open Source Journal,22,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
268,268,Plos,2013,0,4,0,Open Source Journal,22,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
269,269,Plos,2008,0,0,0,Open Source Journal,22,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
270,270,Plos,2012,0,3,0,Open Source Journal,22,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
271,271,Quora,2010,0,0,0,Questions and Answers,49,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
272,272,Quora,2013,0,0,0,Questions and Answers,49,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
273,273,Quora,2008,0,0,0,Questions and Answers,49,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
274,274,Quora,2009,0,0,0,Questions and Answers,49,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
275,275,Quora,2011,4,4,0,Questions and Answers,49,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
276,276,Quora,2012,0,4,0,Questions and Answers,49,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1
277,277,RenRen,2013,1,1,0,Chinese social network forum,69,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
278,278,RenRen,2010,1,1,3,Chinese social network forum,69,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
279,279,RenRen,2011,1,2,2,Chinese social network forum,69,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
280,280,RenRen,2012,1,2,2,Chinese social network forum,69,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
281,281,RenRen,2008,0,0,0,Chinese social network forum,69,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
282,282,RenRen,2009,4,1,4,Chinese social network forum,69,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
283,283,Research Gate,2011,4,4,0,Online network for science and research,63,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
284,284,Research Gate,2012,3,3,0,Online network for science and research,63,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
285,285,Research Gate,2008,0,0,0,Online network for science and research,63,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
286,286,Research Gate,2009,0,0,0,Online network for science and research,63,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
287,287,Research Gate,2010,4,2,0,Online network for science and research,63,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
288,288,Research Gate,2013,1,1,0,Online network for science and research,63,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
289,289,Salesforce,2011,2,1,1,Cloudcomputing,16,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
290,290,Salesforce,2009,3,1,2,Cloudcomputing,16,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
291,291,Salesforce,2010,1,1,1,Cloudcomputing,16,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
292,292,Salesforce,2008,0,0,0,Cloudcomputing,16,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
293,293,Salesforce,2013,0,0,0,Cloudcomputing,16,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
294,294,Salesforce,2012,3,0,1,Cloudcomputing,16,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
295,295,Shapeways,2011,4,4,0,,72,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
296,296,Shapeways,2009,0,0,0,,72,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
297,297,Shapeways,2010,4,0,0,,72,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
298,298,Shapeways,2013,1,3,0,,72,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
299,299,Shapeways,2008,0,0,0,,72,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
300,300,Shapeways,2012,4,2,0,,72,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
301,301,Shiply,2010,4,0,4,Transporting ,28,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
302,302,Shiply,2012,4,4,0,Transporting ,28,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
303,303,Shiply,2009,0,0,0,Transporting ,28,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
304,304,Shiply,2008,0,0,0,Transporting ,28,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
305,305,Shiply,2011,3,3,0,Transporting ,28,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
306,306,Shiply,2013,3,1,0,Transporting ,28,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
307,307,Shutterfly,2008,0,0,0,Online Photo Service,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
308,308,Shutterfly,2009,1,1,1,Online Photo Service,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
309,309,Shutterfly,2010,1,1,1,Online Photo Service,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
310,310,Shutterfly,2011,1,1,2,Online Photo Service,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
311,311,Shutterfly,2012,1,1,1,Online Photo Service,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
312,312,Shutterfly,2013,0,0,0,Online Photo Service,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
313,313,Skype,2008,0,0,0,Online Communicating Platform,29,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
314,314,Skype,2009,1,1,1,Online Communicating Platform,29,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
315,315,Skype,2010,1,1,1,Online Communicating Platform,29,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
316,316,Skype,2011,0,0,0,Online Communicating Platform,29,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
317,317,Skype,2012,0,0,0,Online Communicating Platform,29,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
318,318,Skype,2013,0,3,0,Online Communicating Platform,29,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
319,319,Sparkfun,2011,0,1,1,OSHW webshop,39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
320,320,Sparkfun,2012,0,1,1,OSHW webshop,39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
321,321,Sparkfun,2013,0,0,0,OSHW webshop,39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
322,322,Sparkfun,2009,0,0,4,OSHW webshop,39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
323,323,Sparkfun,2010,0,0,1,OSHW webshop,39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
324,324,Sparkfun,2008,0,0,0,OSHW webshop,39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
325,325,Spotify,2008,0,0,0,Online Music Service,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
326,326,Spotify,2012,2,3,4,Online Music Service,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
327,327,Spotify,2009,0,0,0,Online Music Service,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
328,328,Spotify,2013,1,1,0,Online Music Service,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
329,329,Spotify,2010,2,4,4,Online Music Service,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
330,330,Spotify,2011,2,4,4,Online Music Service,15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
331,331,Stack Overflow,2010,0,4,0,Questions and Answers,52,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
332,332,Stack Overflow,2008,0,0,0,Questions and Answers,52,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
333,333,Stack Overflow,2009,0,0,0,Questions and Answers,52,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
334,334,Stack Overflow,2011,0,3,0,Questions and Answers,52,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
335,335,Stack Overflow,2013,0,1,0,Questions and Answers,52,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
336,336,Stack Overflow,2012,0,3,0,Questions and Answers,52,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
337,337,Survey Monkey,2013,1,1,0,Survey Monkey,21,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
338,338,Survey Monkey,2009,0,0,0,Survey Monkey,21,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
339,339,Survey Monkey,2010,4,1,3,Survey Monkey,21,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
340,340,Survey Monkey,2012,2,1,4,Survey Monkey,21,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
341,341,Survey Monkey,2008,0,0,0,Survey Monkey,21,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
342,342,Survey Monkey,2011,3,2,0,Survey Monkey,21,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
343,343,Taskrabbit,2008,0,0,0,Online p2p platform,47,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
344,344,Taskrabbit,2011,4,0,0,Online p2p platform,47,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
345,345,Taskrabbit,2012,4,3,0,Online p2p platform,47,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
346,346,Taskrabbit,2009,0,0,0,Online p2p platform,47,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
347,347,Taskrabbit,2010,0,0,0,Online p2p platform,47,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
348,348,Taskrabbit,2013,0,0,0,Online p2p platform,47,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
349,349,TedX,2010,1,0,0,Video Conference Website,65,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
350,350,TedX,2008,0,0,0,Video Conference Website,65,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
351,351,TedX,2009,4,0,0,Video Conference Website,65,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
352,352,TedX,2013,0,3,0,Video Conference Website,65,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
353,353,TedX,2011,4,4,0,Video Conference Website,65,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
354,354,TedX,2012,4,1,0,Video Conference Website,65,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
355,355,Twitter,2008,0,0,0,Social Micro Blogging website,26,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
356,356,Twitter,2009,0,0,0,Social Micro Blogging website,26,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
357,357,Twitter,2010,0,0,4,Social Micro Blogging website,26,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
358,358,Twitter,2011,4,4,4,Social Micro Blogging website,26,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
359,359,Twitter,2012,2,4,4,Social Micro Blogging website,26,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
360,360,Twitter,2013,2,4,0,Social Micro Blogging website,26,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
361,361,Waze,2012,4,0,0,Navigation Application,56,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
362,362,Waze,2008,0,0,0,Navigation Application,56,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
363,363,Waze,2009,0,0,0,Navigation Application,56,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
364,364,Waze,2013,2,0,0,Navigation Application,56,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
365,365,Waze,2011,4,0,0,Navigation Application,56,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
366,366,Waze,2010,4,0,0,Navigation Application,56,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
367,367,We Transfer,2008,0,0,0,Digital filesending website,54,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
368,368,We Transfer,2009,0,0,0,Digital filesending website,54,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
369,369,We Transfer,2011,0,0,0,Digital filesending website,54,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
370,370,We Transfer,2012,0,4,4,Digital filesending website,54,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
371,371,We Transfer,2010,0,0,0,Digital filesending website,54,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
372,372,We Transfer,2013,0,0,0,Digital filesending website,54,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
373,373,Whatsapp,2009,0,0,0,Application ,42,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
374,374,Whatsapp,2008,0,0,0,Application ,42,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
375,375,Whatsapp,2013,2,4,0,Application ,42,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
376,376,Whatsapp,2011,4,0,0,Application ,42,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
377,377,Whatsapp,2012,4,4,0,Application ,42,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
378,378,Whatsapp,2010,4,0,0,Application ,42,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
379,379,Wikipedia,2008,0,0,0,Digital Enclyclopedia ,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
380,380,Wikipedia,2010,1,1,3,Digital Enclyclopedia ,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
381,381,Wikipedia,2011,1,1,2,Digital Enclyclopedia ,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
382,382,Wikipedia,2009,0,1,1,Digital Enclyclopedia ,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
383,383,Wikipedia,2013,0,0,0,Digital Enclyclopedia ,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
384,384,Wikipedia,2012,1,1,2,Digital Enclyclopedia ,11,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
385,385,Yammer,2008,0,0,0,Enterprise social network,68,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
386,386,Yammer,2009,4,4,4,Enterprise social network,68,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
387,387,Yammer,2010,2,4,4,Enterprise social network,68,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
388,388,Yammer,2011,4,4,4,Enterprise social network,68,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
389,389,Yammer,2012,3,3,4,Enterprise social network,68,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
390,390,Yammer,2013,1,0,0,Enterprise social network,68,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
391,391,Yelp,2008,0,0,0,Online review platform,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
392,392,Yelp,2009,3,4,4,Online review platform,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
393,393,Yelp,2012,2,3,3,Online review platform,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
394,394,Yelp,2013,3,1,0,Online review platform,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
395,395,Yelp,2010,3,3,3,Online review platform,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
396,396,Yelp,2011,3,2,3,Online review platform,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
397,397,Youtube,2008,0,0,0,Video Sharing website ,62,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
398,398,Youtube,2009,2,4,0,Video Sharing website ,62,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
399,399,Youtube,2010,4,4,0,Video Sharing website ,62,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
400,400,Youtube,2011,3,2,0,Video Sharing website ,62,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
401,401,Youtube,2012,0,1,0,Video Sharing website ,62,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
402,402,Youtube,2013,0,1,0,Video Sharing website ,62,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
403,403,ZipCar,2008,0,0,0,Car Sharing Platform,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
404,404,ZipCar,2009,0,0,1,Car Sharing Platform,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
405,405,ZipCar,2010,4,0,2,Car Sharing Platform,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
406,406,ZipCar,2011,1,0,1,Car Sharing Platform,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
407,407,ZipCar,2012,1,4,1,Car Sharing Platform,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
408,408,ZipCar,2013,1,0,0,Car Sharing Platform,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
