"","ImpactRelative","CrowdSourced","Centralized","Money","Property","Knowledge","Services","Media","Data","Relationships","Service","Market","Platform","Commons","Redistribution","Breaktrough","Producer"
"367",NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"368",NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"369",NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"370",214,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"371",NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"372",NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"373",NA,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"374",NA,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"375",145,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"376",NA,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"377",1000,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"378",NA,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"379",NA,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"380",29,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"381",14,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"382",31,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"383",NA,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"384",12,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"385",NA,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
"386",2900,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
"387",167,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
"388",150,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
"389",65,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
"390",NA,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
"391",NA,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"392",125,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"393",64,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"394",17,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"395",67,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"396",47,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"397",NA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"398",900,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"399",100,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"400",50,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"401",33,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"402",NA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"403",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"404",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"405",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"406",8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"407",10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"408",NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
